x,y,z
-4.9,3.1,0.08676369765036684
-4.9,3.2,-0.11319258253307114
-4.9,3.3000000000000003,0.02728429032735727
-4.9,3.4000000000000004,0.5609424215988841
-4.9,3.5,0.613412666207294
-4.9,3.6,0.9820161118188825
-4.9,3.7,0.5137576114707856
-4.9,3.8000000000000003,0.5673170055388692
-4.9,3.9000000000000004,0.6515227305285813
-4.9,4.0,1.1018383725557859
-4.9,4.1000000000000005,1.2803688814200558
-4.9,4.2,0.7566533996757534
-4.9,4.3,1.4881778797933187
-4.9,4.4,1.5524490452290383
-4.9,4.5,1.3440130481752706
-4.9,4.6000000000000005,1.5693410833952508
-4.9,4.7,1.5565135738844942
-4.9,4.800000000000001,1.4566470005783154
-4.9,4.9,1.7743956113132393
-4.800000000000001,-5.0,1.8635332691181
-4.800000000000001,-4.9,1.798831793108477
-4.800000000000001,-4.800000000000001,1.5175780509523196
-4.800000000000001,-4.7,1.7712677758277402
-4.800000000000001,-4.6000000000000005,1.5537635829529188
-4.800000000000001,-4.5,1.5749598179741189
-4.800000000000001,-4.4,1.2406671078987805
-4.800000000000001,-4.3,1.4132707415956793
-4.800000000000001,-4.2,1.0085932617957283
-4.800000000000001,-4.1000000000000005,0.8493108325663136
-4.800000000000001,-4.0,0.6918282742931092
-4.800000000000001,-3.9000000000000004,0.7982245475127493
-4.800000000000001,-3.8000000000000003,0.8216722409247541
-4.800000000000001,-3.7,0.8528034096027699
-4.800000000000001,-3.6,0.3685745212100282
-4.800000000000001,-3.5,0.024496457630798663
-4.800000000000001,-3.4000000000000004,-0.020445071951358917
-4.800000000000001,-3.3000000000000003,0.5371591164057651
-4.800000000000001,-3.2,0.5273393688963444
-4.800000000000001,-3.1,-0.23979189106379578
-4.800000000000001,-3.0,-0.44131486816123905
-4.800000000000001,-2.9000000000000004,-0.20806616689741397
-4.800000000000001,-2.8000000000000003,-0.1433053734896435
-4.800000000000001,-2.7,0.10418262237463027
-4.800000000000001,-2.6,-0.7241544019587575
-4.800000000000001,-2.5,-0.8927525293581726
-4.800000000000001,-2.4000000000000004,-0.919129305800358
-4.800000000000001,-2.3000000000000003,-1.1814860813894188
-4.800000000000001,-2.2,-1.2323336619351837
-4.800000000000001,-2.1,-1.0036329017143732
-4.800000000000001,-2.0,-1.111685248571691
-4.800000000000001,-1.9000000000000001,-1.3654768260336847
-4.800000000000001,-1.8,-1.046395290783377
-4.800000000000001,-1.7000000000000002,-1.2923497870556813
-4.800000000000001,-1.6,-1.8636672378811354
-4.800000000000001,-1.5,-1.9439298377352563
-4.800000000000001,-1.4000000000000001,-1.4513056183291817
-4.800000000000001,-1.3,-1.5642553487005129
-4.800000000000001,-1.2000000000000002,-1.880413403143808
-4.800000000000001,-1.1,-2.1679780640703292
-4.800000000000001,-1.0,-2.189017182606095
-4.800000000000001,-0.9,-2.329986564664904
-4.800000000000001,-0.8,-2.4386019073910177
-4.800000000000001,-0.7000000000000001,-2.1425412211076007
-4.800000000000001,-0.6000000000000001,-2.242333112462239
-4.800000000000001,-0.5,-2.0940649843021673
-4.800000000000001,-0.4,-2.1477019642876316
-4.800000000000001,-0.30000000000000004,-2.597976058645729
-4.800000000000001,-0.2,-2.0625380477120667
-4.800000000000001,-0.1,-2.0740963647683004
-4.800000000000001,0.0,-2.173534054803494
-4.800000000000001,0.1,-2.1812527254765537
-4.800000000000001,0.2,-2.119519309261241
-4.800000000000001,0.30000000000000004,-2.7091755448001416
-4.800000000000001,0.4,-2.0483689366535804
-4.800000000000001,0.5,-2.2144189437014035
-4.800000000000001,0.6000000000000001,-2.271509085365698
-4.800000000000001,0.7000000000000001,-2.4123842064144663
-4.800000000000001,0.8,-2.3137407446630625
-4.800000000000001,0.9,-2.31252562596462
-4.800000000000001,1.0,-2.0517788259555907
-4.800000000000001,1.1,-2.0307179542510827
-4.800000000000001,1.2000000000000002,-1.704939180824623
-4.800000000000001,1.3,-1.5609288732367979
-4.800000000000001,1.4000000000000001,-2.2510791262811316
-4.800000000000001,1.5,-1.4951912998504835
-4.800000000000001,1.6,-1.9734619090639958
-4.800000000000001,1.7000000000000002,-1.5504698409453272
-4.800000000000001,1.8,-1.586040620382541
-4.800000000000001,1.9000000000000001,-1.0096876930304735
-4.800000000000001,2.0,-1.2157752079232838
-4.800000000000001,2.1,-0.9360672118466535
-4.800000000000001,2.2,-0.9376953744558393
-4.800000000000001,2.3000000000000003,-1.3093148203605192
-4.800000000000001,2.4000000000000004,-1.0942218081775548
-4.800000000000001,2.5,-0.5978989095355236
-4.800000000000001,2.6,-0.8893147406985522
-4.800000000000001,2.7,-0.3512036653084857
-4.800000000000001,2.8000000000000003,-0.2667428102274588
-4.800000000000001,2.9000000000000004,0.04878000903709234
-4.800000000000001,3.0,-0.26630727011148775
-4.800000000000001,3.1,0.219835298116345
-4.800000000000001,3.2,-0.28740252688887413
-4.800000000000001,3.3000000000000003,0.0011208274361492465
-4.800000000000001,3.4000000000000004,0.4283776309880431
-4.800000000000001,3.5,0.5130522969239258
-4.800000000000001,3.6,0.6165818192862117
-4.800000000000001,3.7,0.3769430381581112
-4.800000000000001,3.8000000000000003,0.3700840444104497
-4.800000000000001,3.9000000000000004,1.1243912626436483
-4.800000000000001,4.0,1.064303208576476
-4.800000000000001,4.1000000000000005,1.2260602465767338
-4.800000000000001,4.2,0.8304443854729604
-4.800000000000001,4.3,1.137918984568194
-4.800000000000001,4.4,1.4470086841053895
-4.800000000000001,4.5,1.2813285413605298
-4.800000000000001,4.6000000000000005,1.4518290533414593
-4.800000000000001,4.7,1.3071239976121185
-4.800000000000001,4.800000000000001,1.7370261055421685
-4.800000000000001,4.9,1.9328550302911796
-4.7,-5.0,1.8181265069552421
-4.7,-4.9,1.2988967106256681
-4.7,-4.800000000000001,1.5169310797783178
-4.7,-4.7,1.53446694457703
-4.7,-4.6000000000000005,1.5024024094994028
-4.7,-4.5,1.48458960908493
-4.7,-4.4,1.2885282659590125
-4.7,-4.3,1.533130064357868
-4.7,-4.2,0.8673941823356559
-4.7,-4.1000000000000005,1.0031327930148115
-4.7,-4.0,1.1344271871443468
-4.7,-3.9000000000000004,0.47227750381026895
-4.7,-3.8000000000000003,0.3228894816307689
-4.7,-3.7,0.6304362053105691
-4.7,-3.6,0.34790545613241364
-4.7,-3.5,0.38778792987837285
-4.7,-3.4000000000000004,0.03964786086301891
-4.7,-3.3000000000000003,0.18244751540140627
-4.7,-3.2,0.16463242338220735
-4.7,-3.1,0.1578392779163622
-4.7,-3.0,-0.0923012072809758
-4.7,-2.9000000000000004,-0.3118053898777989
-4.7,-2.8000000000000003,-0.3568657052387786
-4.7,-2.7,-0.5764407582978124
-4.7,-2.6,-0.7347823645436722
-4.7,-2.5,-0.6049455043263429
-4.7,-2.4000000000000004,-0.6510750164765626
-4.7,-2.3000000000000003,-0.7789834451645568
-4.7,-2.2,-0.7823535076023347
-4.7,-2.1,-1.3723750521683118
-4.7,-2.0,-0.8793236092745624
-4.7,-1.9000000000000001,-1.4323318699859313
-4.7,-1.8,-1.535468857976968
-4.7,-1.7000000000000002,-1.1820996010889298
-4.7,-1.6,-1.8131325890908234
-4.7,-1.5,-1.7047534085139684
-4.7,-1.4000000000000001,-1.572126623822663
-4.7,-1.3,-1.9459868413942147
-4.7,-1.2000000000000002,-2.054520666151032
-4.7,-1.1,-1.5864942263860293
-4.7,-1.0,-2.218233544647852
-4.7,-0.9,-1.916304741358141
-4.7,-0.8,-1.9708471162967518
-4.7,-0.7000000000000001,-2.1989252310848864
-4.7,-0.6000000000000001,-2.3981314434554952
-4.7,-0.5,-2.1192789547294137
-4.7,-0.4,-2.3817849770538846
-4.7,-0.30000000000000004,-2.3359199914701243
-4.7,-0.2,-2.1339437583046736
-4.7,-0.1,-2.046397538477603
-4.7,0.0,-2.197061308102313
-4.7,0.1,-2.2592992541340244
-4.7,0.2,-2.309509600797111
-4.7,0.30000000000000004,-2.0927760588589353
-4.7,0.4,-2.4814217607751905
-4.7,0.5,-2.4202262908250605
-4.7,0.6000000000000001,-2.013806020158144
-4.7,0.7000000000000001,-2.0282508300912356
-4.7,0.8,-2.140428822392976
-4.7,0.9,-2.3013950101542657
-4.7,1.0,-1.806385566812345
-4.7,1.1,-1.8759270126032421
-4.7,1.2000000000000002,-1.9480288252640354
-4.7,1.3,-1.9448050592378687
-4.7,1.4000000000000001,-2.0472618135540275
-4.7,1.5,-1.3777655447542676
-4.7,1.6,-1.6978323180971397
-4.7,1.7000000000000002,-1.4537253848994602
-4.7,1.8,-1.5521492201609757
-4.7,1.9000000000000001,-1.5153447041056143
-4.7,2.0,-0.7900287576952203
-4.7,2.1,-1.281266544572392
-4.7,2.2,-1.1196958803509711
-4.7,2.3000000000000003,-0.9536270123414311
-4.7,2.4000000000000004,-0.8606353902167243
-4.7,2.5,-0.5108090923695127
-4.7,2.6,-0.32629920168389887
-4.7,2.7,-0.8878551153642169
-4.7,2.8000000000000003,-0.20851243248694643
-4.7,2.9000000000000004,-0.6052083718727392
-4.7,3.0,0.17440915934295312
-4.7,3.1,0.07857988834823929
-4.7,3.2,0.22280772418099937
-4.7,3.3000000000000003,0.32358499864384394
-4.7,3.4000000000000004,0.20798833832248176
-4.7,3.5,0.26788515042237493
-4.7,3.6,0.8531265209200519
-4.7,3.7,0.731508523403842
-4.7,3.8000000000000003,0.6743237808680287
-4.7,3.9000000000000004,0.7850844845955921
-4.7,4.0,1.1343465764328613
-4.7,4.1000000000000005,0.788532087202207
-4.7,4.2,1.0878113517366375
-4.7,4.3,1.4416248977638901
-4.7,4.4,1.5256837249747646
-4.7,4.5,1.1582475937946655
-4.7,4.6000000000000005,1.4524826777776016
-4.7,4.7,1.6278681490595726
-4.7,4.800000000000001,1.7387553052991398
-4.7,4.9,1.699983071912278
-4.6000000000000005,-5.0,1.6991261603101349
-4.6000000000000005,-4.9,1.8257075355543106
-4.6000000000000005,-4.800000000000001,1.8168993003902911
-4.6000000000000005,-4.7,1.5781322096269303
-4.6000000000000005,-4.6000000000000005,1.4486709688084267
-4.6000000000000005,-4.5,1.4211884025644912
-4.6000000000000005,-4.4,0.8142884930833645
-4.6000000000000005,-4.3,1.0219899474612086
-4.6000000000000005,-4.2,0.9392413099541956
-4.6000000000000005,-4.1000000000000005,1.1517710949250586
-4.6000000000000005,-4.0,0.8873866671104564
-4.6000000000000005,-3.9000000000000004,0.6650045536093144
-4.6000000000000005,-3.8000000000000003,0.9624881413921983
-4.6000000000000005,-3.7,0.45963385749852015
-4.6000000000000005,-3.6,0.3857602248780989
-4.6000000000000005,-3.5,0.32145011617237035
-4.6000000000000005,-3.4000000000000004,0.16930211795900513
-4.6000000000000005,-3.3000000000000003,0.40476210647910926
-4.6000000000000005,-3.2,0.11863941449455094
-4.6000000000000005,-3.1,0.26013384635591674
-4.6000000000000005,-3.0,-0.011868522900595896
-4.6000000000000005,-2.9000000000000004,-0.38830787063535255
-4.6000000000000005,-2.8000000000000003,-0.49934403350397116
-4.6000000000000005,-2.7,-0.28729535232370695
-4.6000000000000005,-2.6,-0.5280632234222783
-4.6000000000000005,-2.5,-0.9342897738021827
-4.6000000000000005,-2.4000000000000004,-0.687240655725875
-4.6000000000000005,-2.3000000000000003,-0.9253570608578433
-4.6000000000000005,-2.2,-1.0303248801477733
-4.6000000000000005,-2.1,-0.9146931313429517
-4.6000000000000005,-2.0,-0.8730616480527538
-4.6000000000000005,-1.9000000000000001,-1.1737851354992268
-4.6000000000000005,-1.8,-1.253024449906057
-4.6000000000000005,-1.7000000000000002,-1.1145941704959608
-4.6000000000000005,-1.6,-1.1176805694465002
-4.6000000000000005,-1.5,-1.8511462656954758
-4.6000000000000005,-1.4000000000000001,-1.5993734762884853
-4.6000000000000005,-1.3,-1.6290448309939882
-4.6000000000000005,-1.2000000000000002,-2.2235532690992894
-4.6000000000000005,-1.1,-1.5914281733015156
-4.6000000000000005,-1.0,-2.041885053064216
-4.6000000000000005,-0.9,-2.076805034848422
-4.6000000000000005,-0.8,-2.1446406237958184
-4.6000000000000005,-0.7000000000000001,-2.2358051833248105
-4.6000000000000005,-0.6000000000000001,-1.7034072660482698
-4.6000000000000005,-0.5,-2.2211840055810645
-4.6000000000000005,-0.4,-2.190696385738427
-4.6000000000000005,-0.30000000000000004,-2.524496536915084
-4.6000000000000005,-0.2,-2.0450391686222553
-4.6000000000000005,-0.1,-2.2177216104701487
-4.6000000000000005,0.0,-2.0922338608217395
-4.6000000000000005,0.1,-2.468891845669755
-4.6000000000000005,0.2,-1.9331859263321796
-4.6000000000000005,0.30000000000000004,-2.134017935218379
-4.6000000000000005,0.4,-2.5733824675479484
-4.6000000000000005,0.5,-2.246861818487939
-4.6000000000000005,0.6000000000000001,-2.4218291447482336
-4.6000000000000005,0.7000000000000001,-1.919984930434406
-4.6000000000000005,0.8,-1.9527927217667433
-4.6000000000000005,0.9,-2.0462103485271608
-4.6000000000000005,1.0,-2.3403366610827163
-4.6000000000000005,1.1,-1.8786951708404254
-4.6000000000000005,1.2000000000000002,-2.0062480375319915
-4.6000000000000005,1.3,-1.6736952340787894
-4.6000000000000005,1.4000000000000001,-1.6164068667749631
-4.6000000000000005,1.5,-1.3843357597635015
-4.6000000000000005,1.6,-1.9647516022466929
-4.6000000000000005,1.7000000000000002,-1.6110160802318432
-4.6000000000000005,1.8,-1.3600142584511639
-4.6000000000000005,1.9000000000000001,-1.4572817679889865
-4.6000000000000005,2.0,-1.4766952298901008
-4.6000000000000005,2.1,-1.0956829982590703
-4.6000000000000005,2.2,-0.9090730530416501
-4.6000000000000005,2.3000000000000003,-0.8698704172046237
-4.6000000000000005,2.4000000000000004,-0.89429008318872
-4.6000000000000005,2.5,-0.8180019870749935
-4.6000000000000005,2.6,-0.8013899352685028
-4.6000000000000005,2.7,-0.4111026120595774
-4.6000000000000005,2.8000000000000003,-0.801897343786873
-4.6000000000000005,2.9000000000000004,-0.21862270596966007
-4.6000000000000005,3.0,-0.2768123439381165
-4.6000000000000005,3.1,0.325087019645484
-4.6000000000000005,3.2,-0.007761330247241308
-4.6000000000000005,3.3000000000000003,-0.006877054722774806
-4.6000000000000005,3.4000000000000004,0.6059565150218614
-4.6000000000000005,3.5,0.44622232435301534
-4.6000000000000005,3.6,0.25018256924339516
-4.6000000000000005,3.7,0.3650840293369356
-4.6000000000000005,3.8000000000000003,0.7047393765486353
-4.6000000000000005,3.9000000000000004,1.1770813689827377
-4.6000000000000005,4.0,0.8941686111975405
-4.6000000000000005,4.1000000000000005,1.1951611513809557
-4.6000000000000005,4.2,1.0882388323142205
-4.6000000000000005,4.3,1.2856365877222462
-4.6000000000000005,4.4,1.6719771366234293
-4.6000000000000005,4.5,1.2247620835773376
-4.6000000000000005,4.6000000000000005,1.8171808443777127
-4.6000000000000005,4.7,1.5626910265923621
-4.6000000000000005,4.800000000000001,1.489853826197675
-4.6000000000000005,4.9,1.9246839767394808
-4.5,-5.0,1.5520410386807442
-4.5,-4.9,1.413638269336771
-4.5,-4.800000000000001,1.12109769507857
-4.5,-4.7,1.4903244260610786
-4.5,-4.6000000000000005,1.8381486450012376
-4.5,-4.5,0.9095049892936984
-4.5,-4.4,1.4134298995598122
-4.5,-4.3,0.8922279109221662
-4.5,-4.2,1.389750416131682
-4.5,-4.1000000000000005,1.1512400525133633
-4.5,-4.0,0.9363805086583689
-4.5,-3.9000000000000004,0.5187811197821931
-4.5,-3.8000000000000003,0.779641107815422
-4.5,-3.7,0.7105253422232435
-4.5,-3.6,0.7566200870067599
-4.5,-3.5,0.4023514846397014
-4.5,-3.4000000000000004,0.22478097177047746
-4.5,-3.3000000000000003,0.4157443240632559
-4.5,-3.2,-0.13332665931202306
-4.5,-3.1,0.2110254329966803
-4.5,-3.0,0.1420905587694186
-4.5,-2.9000000000000004,-0.8059732400379997
-4.5,-2.8000000000000003,-0.7092130309352402
-4.5,-2.7,-0.5438163331119628
-4.5,-2.6,-0.5161457147265441
-4.5,-2.5,-0.7982857316047146
-4.5,-2.4000000000000004,-0.9381840558571751
-4.5,-2.3000000000000003,-0.9502193769245288
-4.5,-2.2,-0.8481492377037733
-4.5,-2.1,-1.3122813787195473
-4.5,-2.0,-0.9278671334165614
-4.5,-1.9000000000000001,-1.310315266046848
-4.5,-1.8,-1.3323212765781594
-4.5,-1.7000000000000002,-1.38657915912934
-4.5,-1.6,-1.5742346023772404
-4.5,-1.5,-1.7700561096603002
-4.5,-1.4000000000000001,-1.9197468449572923
-4.5,-1.3,-1.927714180377605
-4.5,-1.2000000000000002,-1.5597220589609924
-4.5,-1.1,-1.5057410319452686
-4.5,-1.0,-2.0931567922571324
-4.5,-0.9,-1.9657677403207015
-4.5,-0.8,-2.2835342909682734
-4.5,-0.7000000000000001,-2.0704279870348024
-4.5,-0.6000000000000001,-1.8501394823639006
-4.5,-0.5,-2.023306023859119
-4.5,-0.4,-2.4213338767607846
-4.5,-0.30000000000000004,-2.6320959236410593
-4.5,-0.2,-2.297082609911524
-4.5,-0.1,-2.3291286176785655
-4.5,0.0,-2.1599285405040596
-4.5,0.1,-1.9788348389009145
-4.5,0.2,-2.024562521615185
-4.5,0.30000000000000004,-1.8445825242089404
-4.5,0.4,-2.0267929990704165
-4.5,0.5,-2.19057232671826
-4.5,0.6000000000000001,-2.1564474085483565
-4.5,0.7000000000000001,-1.949245512332161
-4.5,0.8,-1.534849045180262
-4.5,0.9,-1.8782598675843456
-4.5,1.0,-2.1370469499474796
-4.5,1.1,-1.7508825152930965
-4.5,1.2000000000000002,-1.6466742873608446
-4.5,1.3,-1.4168096832874881
-4.5,1.4000000000000001,-1.8199334797828615
-4.5,1.5,-1.5307129781628783
-4.5,1.6,-1.4971564738354899
-4.5,1.7000000000000002,-1.6347941429831556
-4.5,1.8,-1.543724056359457
-4.5,1.9000000000000001,-1.4648243670449066
-4.5,2.0,-1.120471598565633
-4.5,2.1,-1.1775592114092295
-4.5,2.2,-1.1981315558982044
-4.5,2.3000000000000003,-0.918228698370901
-4.5,2.4000000000000004,-0.9563861113467642
-4.5,2.5,-0.9321035893522092
-4.5,2.6,-0.594279782047041
-4.5,2.7,-0.42206203707734125
-4.5,2.8000000000000003,-0.23875222943276728
-4.5,2.9000000000000004,-0.3124094431459824
-4.5,3.0,-0.47455844962966165
-4.5,3.1,-0.05810876305490186
-4.5,3.2,0.272540617799701
-4.5,3.3000000000000003,-0.10413958224805925
-4.5,3.4000000000000004,0.26083669811669985
-4.5,3.5,0.16122220114476635
-4.5,3.6,0.7651227667893286
-4.5,3.7,0.6358156881587226
-4.5,3.8000000000000003,0.7093874714498047
-4.5,3.9000000000000004,0.7435145804431055
-4.5,4.0,1.0411343868116982
-4.5,4.1000000000000005,1.3339974877760574
-4.5,4.2,0.8926014233472792
-4.5,4.3,1.2146349558285734
-4.5,4.4,1.241821274799664
-4.5,4.5,1.2907038953323204
-4.5,4.6000000000000005,1.2823156274767182
-4.5,4.7,1.643549763594358
-4.5,4.800000000000001,1.4398134987891367
-4.5,4.9,1.608104203142742
-4.4,-5.0,1.6993401212382777
-4.4,-4.9,1.5542009589752181
-4.4,-4.800000000000001,1.3878438760271443
-4.4,-4.7,1.7542339408537369
-4.4,-4.6000000000000005,1.0227699730008453
-4.4,-4.5,1.1274448269894735
-4.4,-4.4,1.2736809097577733
-4.4,-4.3,0.8834350078030104
-4.4,-4.2,1.10884133834533
-4.4,-4.1000000000000005,1.228644655759466
-4.4,-4.0,0.8394386842860841
-4.4,-3.9000000000000004,0.8061179090588588
-4.4,-3.8000000000000003,0.6120613024764496
-4.4,-3.7,0.3692810989296033
-4.4,-3.6,0.5436045752884706
-4.4,-3.5,0.416653486301517
-4.4,-3.4000000000000004,0.1427677216916367
-4.4,-3.3000000000000003,0.11957088128901211
-4.4,-3.2,0.03438645027718115
-4.4,-3.1,0.4139142478603249
-4.4,-3.0,-0.38200111104694845
-4.4,-2.9000000000000004,0.012433914538568236
-4.4,-2.8000000000000003,-0.13482803632388843
-4.4,-2.7,-0.5179414498950655
-4.4,-2.6,-0.5261091439623337
-4.4,-2.5,-0.8998436526893897
-4.4,-2.4000000000000004,-0.7760631183108664
-4.4,-2.3000000000000003,-1.2936651651739732
-4.4,-2.2,-1.2363676448130647
-4.4,-2.1,-1.2452514061719322
-4.4,-2.0,-1.4674267940050614
